hit_id,assignment_id,worker_id,variable,value
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,studyId,round-numbers-rating-no-words-2021
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,workerId,6508936037573847381
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,finish_time,9/3/21 16:58
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,submit_time,9/3/21 16:58
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_start_time,9/3/21 16:54
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_template,"DNA evidence suggests that throughout history, _____ people have been affected by the disease."
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_given_number,"891,521"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option1_number,"891,521"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option1_rating,too-precise
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option2_number,"891,520"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option2_rating,too-precise
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option3_number,"891,500"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option3_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option4_number,"892,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option4_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option5_number,"890,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option5_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option6_number,"900,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task1_option6_rating,too-round
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_start_time,9/3/21 16:55
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_template,Astronomers have recently discovered a similar celestial body with a diameter of _____ miles.
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_given_number,"12,454,611"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option1_number,"12,454,611"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option1_rating,too-precise
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option2_number,"12,454,610"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option2_rating,too-precise
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option3_number,"12,454,600"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option3_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option4_number,"12,455,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option4_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option5_number,"12,450,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option5_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option6_number,"12,500,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option6_rating,too-round
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option7_number,"12,000,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option7_rating,too-round
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option8_number,"10,000,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task2_option8_rating,too-round
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_start_time,9/3/21 16:55
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_template,Astronomers have recently discovered a similar celestial body with a diameter of _____ miles.
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_given_number,"2,388"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_option1_number,"2,388"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_option1_rating,too-precise
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_option2_number,"2,390"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_option2_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_option3_number,"2,400"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_option3_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_option4_number,"2,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task3_option4_rating,too-round
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_start_time,9/3/21 16:55
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_template,Astronomers have recently discovered a similar celestial body with a diameter of _____ miles.
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_given_number,"4,961,252"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option1_number,"4,961,252"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option1_rating,too-precise
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option2_number,"4,961,250"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option2_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option3_number,"4,961,300"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option3_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option4_number,"4,961,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option4_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option5_number,"4,960,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option5_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option6_number,"5,000,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task4_option6_rating,too-round
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_start_time,9/3/21 16:56
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_template,"In a recent report, the hospital group disclosed that it spent $_____ on healthcare equipment."
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_given_number,"5,023,671"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option1_number,"5,023,671"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option1_rating,too-precise
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option2_number,"5,023,670"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option2_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option3_number,"5,023,700"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option3_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option4_number,"5,024,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option4_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option5_number,"5,020,000"
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option5_rating,looks-good
15649907374583127227,5738342907223336575,A2AAY4VT9L71SY,task5_option6_number,"5,000,000"
