hit_id,assignment_id,worker_id,variable,value
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,studyId,round-numbers-rating-no-words-2021
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,workerId,2220581390117464191
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,finish_time,2021-09-07 11:25:19
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,submit_time,2021-09-07 11:25:21
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_start_time,2021-09-07 11:21:31
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_template,"DNA evidence suggests that throughout history, _____ people have been affected by the disease."
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_given_number,"893,441"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option1_number,"893,441"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option1_rating,too-precise
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option2_number,"893,440"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option2_rating,looks-good
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option3_number,"893,400"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option3_rating,looks-good
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option4_number,"893,000"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option4_rating,looks-good
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option5_number,"890,000"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option5_rating,looks-good
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option6_number,"900,000"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task1_option6_rating,looks-good
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_start_time,2021-09-07 11:22:04
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_template,"In a recent report, the hospital group disclosed that it spent $_____ on healthcare equipment."
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_given_number,"3,752"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_option1_number,"3,752"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_option1_rating,looks-good
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_option2_number,"3,750"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_option2_rating,looks-good
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_option3_number,"3,800"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_option3_rating,looks-good
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_option4_number,"4,000"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task2_option4_rating,too-round
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task3_start_time,2021-09-07 11:22:16
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task3_template,"In a recent report, the hospital group disclosed that it spent $_____ on healthcare equipment."
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task3_given_number,"97,452,788"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task3_option1_number,"97,452,788"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task3_option1_rating,too-precise
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task3_option2_number,"97,452,790"
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task3_option2_rating,looks-good
17021655990393537723,6792319757402544134,A3O81LHBBI8NPK,task3_option3_number,"97,452,800"
